Cycle 3,Sample School,Sample School,Sample School,Sample School,Sample School
Date,Grade,Class,Diner,Quantity,Meal
05-Nov-24,Grade 4,34Example,f3ffdb9f,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Example,8897d988,1,Chickpea Curry with Rice and Vegetables
05-Nov-24,Grade 4,34Example,5338c448,1,Chickpea Curry with Rice and Vegetables
06-Nov-24,Grade 3,34Example,9cb127cb,1,Black Bean Burrito Bowl
06-Nov-24,Grade 3,34Example,61af476f,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,34Example,047189fd,1,Black Bean Burrito Bowl
06-Nov-24,Grade 3,34Example,424499df,1,Black Bean Burrito Bowl
06-Nov-24,Grade 3,34Example,ac8ab77c,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,34Example,9a98b696,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,34Example,f03fed68,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,34Example,a74038f3,1,Black Bean Burrito Bowl
06-Nov-24,Grade 4,34Example,f3ffdb9f,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 4,34Example,8897d988,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 4,34Example,5338c448,1,Black Bean Burrito Bowl
07-Nov-24,Grade 3,34Example,9cb127cb,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,34Example,e4ab2efb,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,34Example,61af476f,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,34Example,047189fd,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,34Example,424499df,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,34Example,ac8ab77c,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 3,34Example,9a98b696,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,34Example,a74038f3,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 4,34Example,f3ffdb9f,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 4,34Example,8897d988,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 4,34Example,5338c448,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
08-Nov-24,Grade 3,34Example,9cb127cb,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,34Example,e4ab2efb,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,34Example,61af476f,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,34Example,ac8ab77c,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,34Example,9a98b696,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,34Example,f03fed68,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,34Example,a74038f3,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Example,f3ffdb9f,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Example,8897d988,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Example,5338c448,1,Hummus (Chickpea Dip) Vegetable Wrap
28-Oct-24,Grade 3,34Test,da39581f,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,34Test,94615340,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,34Test,bc111a8a,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,34Test,b244884f,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,34Test,8a1a31c7,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Test,964903a8,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Test,c9ac2707,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 4,34Test,568beae5,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 4,34Test,53d1e5c9,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Test,9c693b3a,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Test,85935828,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Test,e9d21d31,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 4,34Test,40186858,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Test,142bb99f,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,34Test,43902980,1,Macaroni and Cheese with Vegetables
29-Oct-24,Grade 3,34Test,da39581f,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
29-Oct-24,Grade 3,34Test,94615340,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Test,bc111a8a,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Test,b244884f,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,34Test,8a1a31c7,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Test,964903a8,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Test,c9ac2707,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Test,568beae5,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Test,53d1e5c9,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Test,9c693b3a,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Test,e9d21d31,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 4,34Test,43902980,1,Soft Chicken Taco with Cheese and Vegetables
30-Oct-24,Grade 3,34Test,da39581f,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,34Test,94615340,1,Baked Potato with Bean Chili Toppings and Vegetables
30-Oct-24,Grade 3,34Test,b244884f,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,34Test,8a1a31c7,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Test,964903a8,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Test,c9ac2707,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Test,568beae5,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Test,53d1e5c9,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Test,9c693b3a,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Test,85935828,1,Baked Potato with Bean Chili Toppings and Vegetables
30-Oct-24,Grade 4,34Test,e9d21d31,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 4,34Test,43902980,1,Baked Potato with Beef Chilli and Vegetables
31-Oct-24,Grade 3,34Test,da39581f,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,34Test,94615340,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,34Test,bc111a8a,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,34Test,b244884f,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,34Test,8a1a31c7,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,964903a8,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,c9ac2707,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,568beae5,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,53d1e5c9,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,9c693b3a,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,85935828,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,b465fa24,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,e9d21d31,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,40186858,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,1202ef0e,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,142bb99f,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 4,34Test,43902980,1,Maple Apple French Toast Bake with Apples and Blueberries
01-Nov-24,Grade 3,34Test,da39581f,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Test,94615340,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Test,bc111a8a,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Test,d29bdc4b,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Test,b244884f,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,34Test,8a1a31c7,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,964903a8,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,c9ac2707,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,568beae5,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,53d1e5c9,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,9c693b3a,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,85935828,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,e9d21d31,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 4,34Test,40186858,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,1202ef0e,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,142bb99f,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,43902980,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 4,34Test,199a7e50,1,Mini Cheese Pizza with Vegetables
04-Nov-24,Grade 3,34Test,da39581f,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Test,94615340,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Test,bc111a8a,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,34Test,b244884f,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,964903a8,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,c9ac2707,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,568beae5,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,53d1e5c9,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,9c693b3a,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 4,34Test,85935828,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 4,34Test,b465fa24,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,e9d21d31,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,40186858,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,1202ef0e,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,43902980,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 4,34Test,199a7e50,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 3,34Test,da39581f,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,34Test,94615340,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,34Test,bc111a8a,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,964903a8,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,c9ac2707,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,568beae5,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,53d1e5c9,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,9c693b3a,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,b465fa24,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,e9d21d31,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,40186858,1,Chickpea Curry with Rice and Vegetables
05-Nov-24,Grade 4,34Test,1202ef0e,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 4,34Test,43902980,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
06-Nov-24,Grade 3,34Test,da39581f,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,34Test,94615340,1,Black Bean Burrito Bowl
06-Nov-24,Grade 3,34Test,b244884f,1,Black Bean Burrito Bowl
06-Nov-24,Grade 4,34Test,964903a8,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 4,34Test,c9ac2707,1,Black Bean Burrito Bowl
06-Nov-24,Grade 4,34Test,53d1e5c9,1,Black Bean Burrito Bowl
06-Nov-24,Grade 4,34Test,9c693b3a,1,Black Bean Burrito Bowl
06-Nov-24,Grade 4,34Test,85935828,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 4,34Test,e9d21d31,1,Black Bean Burrito Bowl
06-Nov-24,Grade 4,34Test,43902980,1,Cheesy Bean Burrito in Tortilla with Vegetables
07-Nov-24,Grade 3,34Test,da39581f,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 3,34Test,94615340,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,34Test,bc111a8a,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,34Test,b244884f,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 4,34Test,c9ac2707,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 4,34Test,568beae5,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 4,34Test,53d1e5c9,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 4,34Test,9c693b3a,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 4,34Test,85935828,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 4,34Test,b465fa24,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 4,34Test,e9d21d31,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 4,34Test,40186858,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 4,34Test,43902980,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 4,34Test,199a7e50,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 3,34Test,da39581f,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,34Test,94615340,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,34Test,b244884f,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Test,964903a8,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Test,c9ac2707,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Test,53d1e5c9,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Test,9c693b3a,1,Hummus (Chickpea Dip) Vegetable Wrap
08-Nov-24,Grade 4,34Test,b465fa24,1,Hummus (Chickpea Dip) Vegetable Wrap
08-Nov-24,Grade 4,34Test,e9d21d31,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Test,40186858,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Test,1202ef0e,1,Chicken Ranch Wrap
08-Nov-24,Grade 4,34Test,43902980,1,Chicken Ranch Wrap
28-Oct-24,Grade 3,3Test,e6c21ac4,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,3Test,9aa7905f,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,3Test,3b163237,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,e14e5323,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,097983f6,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,bdb3e461,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,d34947ac,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,786d26e7,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,59c7182a,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,3Test,9b5f93b8,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,5157a470,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,4b118309,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,d4e148d5,1,Macaroni and Cheese with Beef and Vegetables
28-Oct-24,Grade 3,3Test,6aab6e35,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 3,3Test,ec6a8864,1,Macaroni and Cheese with Vegetables
29-Oct-24,Grade 3,3Test,e6c21ac4,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,9aa7905f,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,3b163237,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,e14e5323,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,097983f6,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,d34947ac,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,786d26e7,1,Soft Shell Black Bean Tacos with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,59c7182a,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,4b118309,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,d4e148d5,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,6aab6e35,1,Soft Chicken Taco with Cheese and Vegetables
29-Oct-24,Grade 3,3Test,ec6a8864,1,Soft Chicken Taco with Cheese and Vegetables
30-Oct-24,Grade 3,3Test,e6c21ac4,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,9aa7905f,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,3b163237,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,097983f6,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,d34947ac,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,786d26e7,1,Baked Potato with Bean Chili Toppings and Vegetables
30-Oct-24,Grade 3,3Test,59c7182a,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,4b118309,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,d4e148d5,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,6aab6e35,1,Baked Potato with Beef Chilli and Vegetables
30-Oct-24,Grade 3,3Test,ec6a8864,1,Baked Potato with Beef Chilli and Vegetables
31-Oct-24,Grade 3,3Test,e6c21ac4,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,3Test,9aa7905f,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,3b163237,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,097983f6,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,d34947ac,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,786d26e7,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,59c7182a,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,3Test,9b5f93b8,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,4b118309,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,d4e148d5,1,Omelet English Muffin with Fruit
31-Oct-24,Grade 3,3Test,6aab6e35,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,ec6a8864,1,Maple Apple French Toast Bake with Apples and Blueberries
31-Oct-24,Grade 3,3Test,417d9cab,1,Maple Apple French Toast Bake with Apples and Blueberries
01-Nov-24,Grade 3,3Test,e6c21ac4,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,9aa7905f,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,3b163237,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 3,3Test,e14e5323,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,097983f6,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,bdb3e461,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,d34947ac,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,786d26e7,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,59c7182a,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,5157a470,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,4b118309,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,d4e148d5,1,Mini Veggie Pizza with Vegetables and Fruit
01-Nov-24,Grade 3,3Test,6aab6e35,1,Mini Cheese Pizza with Vegetables
01-Nov-24,Grade 3,3Test,ec6a8864,1,Mini Cheese Pizza with Vegetables
04-Nov-24,Grade 3,3Test,e6c21ac4,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,9aa7905f,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,3b163237,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,097983f6,1,Pasta with Tomato Lentil Sauce
04-Nov-24,Grade 3,3Test,bdb3e461,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,d34947ac,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,786d26e7,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,59c7182a,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,5157a470,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,4b118309,1,Pasta with Tomato Beef Sauce
04-Nov-24,Grade 3,3Test,d4e148d5,1,Pasta with Tomato Beef Sauce
05-Nov-24,Grade 3,3Test,e6c21ac4,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,3Test,9aa7905f,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,3Test,3b163237,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,3Test,097983f6,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,3Test,786d26e7,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,3Test,59c7182a,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,3Test,4b118309,1,Chickpea Curry with Rice and Vegetables
05-Nov-24,Grade 3,3Test,d4e148d5,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
05-Nov-24,Grade 3,3Test,417d9cab,1,Indian Murgh Makhani (Butter Chicken Curry) with Rice
06-Nov-24,Grade 3,3Test,e6c21ac4,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,3Test,9aa7905f,1,Black Bean Burrito Bowl
06-Nov-24,Grade 3,3Test,3b163237,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,3Test,097983f6,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,3Test,786d26e7,1,Black Bean Burrito Bowl
06-Nov-24,Grade 3,3Test,59c7182a,1,Cheesy Bean Burrito in Tortilla with Vegetables
06-Nov-24,Grade 3,3Test,5157a470,1,Black Bean Burrito Bowl
06-Nov-24,Grade 3,3Test,4b118309,1,Black Bean Burrito Bowl
06-Nov-24,Grade 3,3Test,d4e148d5,1,Cheesy Bean Burrito in Tortilla with Vegetables
07-Nov-24,Grade 3,3Test,e6c21ac4,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,3Test,9aa7905f,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,3Test,3b163237,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 3,3Test,097983f6,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 3,3Test,bdb3e461,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,3Test,d34947ac,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,3Test,786d26e7,1,Corn Chowder with L'uskinikn (Biscuit) and Fruit
07-Nov-24,Grade 3,3Test,59c7182a,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,3Test,4b118309,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,3Test,d4e148d5,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
07-Nov-24,Grade 3,3Test,417d9cab,1,Chicken and Vegetable Stew with Mi’kmaw L’uskinikn (Biscuit)
08-Nov-24,Grade 3,3Test,e6c21ac4,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,9aa7905f,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,3b163237,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,e14e5323,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,097983f6,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,d34947ac,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,786d26e7,1,Hummus (Chickpea Dip) Vegetable Wrap
08-Nov-24,Grade 3,3Test,59c7182a,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,5157a470,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,4b118309,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,d4e148d5,1,Chicken Ranch Wrap
08-Nov-24,Grade 3,3Test,417d9cab,1,Chicken Ranch Wrap
28-Oct-24,Grade 4,45Test,38e05126,1,Macaroni and Cheese with Vegetables
28-Oct-24,Grade 4,45Test,d6f141d4,1,Macaroni and Cheese with Vegetables
